video_id	title	url	channel_name	upload_date	duration_seconds	view_count	like_count	description
w1kBNlsY3Wk	Economist Brief EXPOSES 2008 Bailout & Biden's Deficits! #shorts	https://www.youtube.com/watch?v=w1kBNlsY3Wk	Promethean Updates	20260225	41	27205	3292	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. Former Fed Chairs signed a brief claiming no economic emergency when Trump took office. Yet; Biden's tenure saw trillions in new deficits; fentanyl deaths; and millions of unvetted immigrants. #EconomicPolicy #USPolitics #FiscalResponsibility #ImmigrationCrisis
CSRAWkTzQLY	Russiagate Coup: Sullivan & Rice's Grand Jury Investigation Exposed! #shorts	https://www.youtube.com/watch?v=CSRAWkTzQLY	Promethean Updates	20260225	61	41467	6305	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. Sullivan and Rice are likely targets in the Fort Pierce grand jury investigation into the Russiagate coup. This probe uncovers a criminal conspiracy originating from Obama's Oval Office; aiming to subvert a duly elected president. Rice's own memo and Sullivan's push of the Russia collusion hoax point to consciousness of guilt. #Russiagate #CoupAttempt #ObamaAdministration #PoliticalConspiracy #FBI
oxFxfhMYeB0	?? HE TRAPPED THEM: The Democrats Walked Right In	https://www.youtube.com/watch?v=oxFxfhMYeB0	Promethean Updates	20260225	4385	218726	20721	Get our FREE Newsletter at https://www.PrometheanAction.com ? Join Susan Kokinda for a LIVE update on Trump's State of the Union.   ??????AMERICA 250 MERCH DROP: https://shop.prometheanaction.com/collections/america-250-founding-fathers-collection-17762026  ?? ALL PAID subscribers get access to all the citations; links and resources used to write this script https://www.prometheanaction.com/#/portal/account/plans  ?? *Make a one-time donation to Promethean Action* https://donate.prometheanaction.com/donate_social_otm?recruiter_id=139893
aaF5LTS7Hw8	Trump Assassination Attempt: Mar-a-Lago Incident Revealed #shorts	https://www.youtube.com/watch?v=aaF5LTS7Hw8	Promethean Updates	20260224	40	22525	2841	Get our FREE Newsletter at https://www.PrometheanAction.com ? Another assassination attempt on President Trump is described. The episode argues this is the third attempt in less than two years and part of a broader ?lawfare? and psychological campaign against Trump?s tariff-driven economic agenda.
Avj4M3l8BlI	Obama's Allies Lose Supreme Court Tariffs Fight #shorts	https://www.youtube.com/watch?v=Avj4M3l8BlI	Promethean Updates	20260224	33	120476	9996	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. Obama's globalist allies brought their fight against Trump's tariffs to the Supreme Court. Discover who's behind the attack and the real plan to crash the economy. #Globalists #SupremeCourt #TrumpTariffs #EconomicWarfare #PoliticalStrategy
jlgaRKzNIlw	Strategic Overview - Tariffs; Mexico; and Natural Law - February 23; 2026	https://www.youtube.com/watch?v=jlgaRKzNIlw	Promethean In-Depth	20260224	2150	5939	837	Get our FREE Newsletter at https://www.PrometheanAction.com ? In this Monday; February 23 Promethean strategic overview; Mike Steger frames current events as an existential conflict over how nations and the world should be organized; emphasizing the need to educate more citizens in core American principles and a coherent worldview centered on the common good. He highlights three key data points: a Supreme Court ruling related to President Trump?s tariff authority; an attempted assassination of President Trump; and widespread unrest in Mexico following the takedown of ?El Mencho;? described as a founder and top figure of the Jalisco New Generation cartel. The Mexico segment describes coordinated cartel violence?fires; shootings; blockades; and disruptions to airports and tourist infrastructure?alongside violent protests near the presidential palace; and claims Mexico is an increasingly compromised state. The speaker alleges U.S. intelligence supported the operation and speculates about deeper links among transnational criminal networks; banks; law firms; NGOs; and media narratives. On the Supreme Court; he criticizes Roberts; Barrett; and Gorsuch as corporatist and contrasts corporate power with constitutional principles of ?We the people;? arguing tariffs defend the value of American workers and community-based production against globalized cheap labor. He concludes that Trump is reviving natural law and a national mission; points to efforts to end the Ukraine-Russia conflict and reach an agreement with Iran; and urges mobilization ahead of the midterms while promoting upcoming Promethean bootcamps and channel content.  00:00 Welcome and Updates 02:29 Three Key Data Points 05:20 Mexico Cartel Uprising 07:42 Color Revolution Signals 12:33 Tariffs and Court Fight 14:08 Corporatism vs We the People 22:32 Why Tariffs Matter 29:01 Trump Assassination Attempt 32:21 Natural Law Revival 35:17 Wrap Up and Next Events
9BpxIHiXEPY	THEY SENT HIM: The Third Attempt to Stop Trump	https://www.youtube.com/watch?v=9BpxIHiXEPY	Promethean Updates	20260223	902	180725	22734	Get our FREE Newsletter at https://www.PrometheanAction.com ? Another assassination attempt on President Trump is described after a 21-year-old man entered the secure grounds of Mar-a-Lago with a shotgun and a gasoline canister and was shot dead by Secret Service. The episode argues this is the third attempt in less than two years and links rising political violence to increasingly profane Democratic messaging and ads; citing remarks from Treasury Secretary Scott Bessent and an Illinois Senate campaign ad. Barbara Boyd discusses threats from Susan Rice and Jake Sullivan toward corporations and law firms; framing them as part of a broader ?lawfare? and psychological campaign against Trump?s tariff-driven economic agenda. The script then focuses on the Supreme Court striking down Trump?s IEEPA tariffs; criticizing groups and amici opposing the tariffs; and highlights administration claims that tariffs will be re-established under other authorities with revenue unchanged. It closes by citing economic outcomes after one year: a reported 17% decline in the trade deficit; new factory investment; and expanded nuclear and advanced energy initiatives.  ?? *EBOOK A Police Dossier: It is the British Who Murder Our Presidents*  https://prom.ac/dos  ?? ALL PAID subscribers get access to all the citations; links and resources used to write this script https://www.prometheanaction.com/#/portal/account/plans  ?? *Make a one-time donation to Promethean Action* https://donate.prometheanaction.com/donate_social_otm?recruiter_id=139893  00:00 The Monday Brief - THEY SENT HIM: The Third Attempt to Stop Trump - February 23; 2026 03:01 Violence; Threats & Cornered Rats: The Democrats' Last Stand 07:16 The Supreme Court Trap: Who Filed Against Trump & Why 11:42 The Revolution They Can't Reverse: One Year of Results
F6YfvuOex84	Construction: The True Path to Lasting Peace & Growth #shorts	https://www.youtube.com/watch?v=F6YfvuOex84	Promethean Updates	20260222	39	35398	3725	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. True peace isn't found in endless negotiations; but in tangible construction and economic growth. Over $17 billion committed; including 100;000 homes in Rafah and a new Palestinian police force. This is action; not just words. #PeaceBuilding #EconomicGrowth #MiddleEast #Reconstruction #Stability #Gaza
u5NPp-b1oek	Trump; Kissinger; and The System: Unpacking Global Politics #shorts	https://www.youtube.com/watch?v=u5NPp-b1oek	Promethean Updates	20260222	84	49919	6350	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. When Trump introduced Steve Witkoff as his envoy; the comparison to Kissinger sparked intrigue. Was it about managing conflict; not peace? Explore the echoes of past policy in current events. #HenryKissinger #ForeignPolicy #Geopolitics #USPolitics #Diplomacy
8APIe5FqwAE	Trump's Supreme Court Reaction & Kissinger Hint #shorts	https://www.youtube.com/watch?v=8APIe5FqwAE	Promethean Updates	20260222	74	103526	9237	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. President Trump suggests foreign interests and a small political movement swayed the Supreme Court. His remarks; juxtaposed with the Board of Peace meeting; paint a picture of a president strategically naming his battles. #Trump #SupremeCourt #ForeignInterests #PoliticalAnalysis #WorldNews
YDIlQwWIrZI	Saturday Class - A New Birth of Our Economy - February 21; 2026	https://www.youtube.com/watch?v=YDIlQwWIrZI	Promethean In-Depth	20260222	3134	11436	872	Get our FREE newsletter at https://www.PrometheanAction.com ? In this February 21; 2026 Promethean Action weekly class; Brian Lantz discusses what he calls a ?new birth? of the U.S. physical economy under President Trump; focusing on production; jobs; supply chains; and major industrial buildouts rather than financial markets. He reviews Trump?s February 20 response to a Supreme Court ruling reported as limiting tariffs; arguing the administration says tariffs will remain through alternative authorities; including a 10% import surcharge under Section 122 of the Trade Act of 1974; continued Section 301 investigations; and ongoing Section 232 tariffs such as 50% on steel and aluminum. Lantz cites a BEA chart showing a 17% decline in the trade deficit from April?December 2025 and references USTR Jamieson Greer?s statement that trade agreements will remain in effect. He highlights younger administration leaders (JD Vance; Marco Rubio; Greer; and others) and promotes his book ?Rebuild the USA? and his free ?Physical Economy? Substack as tools for citizen organizers ahead of the 2026 midterms. Lantz lists economic indicators he says are improving: mortgage rates under 6%; higher tax returns; rising manufacturing PMI; labor participation at 84.1% (highest since 2001); 172;000 new January jobs; inflation around 2.4?2.6%; and declines in violent crime categories in 2025. He contrasts falling federal employment with rising construction jobs tied to factory building; and argues Trump?s February 12 revocation of the greenhouse gas endangerment finding removed $1.3 trillion in regulatory burdens. He then details major industrial initiatives: Japanese and South Korean investments (including a Georgia synthetic diamond grit facility and a $6B Tennessee zinc smelter supported by DoD capital); a $1.4B rare-earth magnet supply chain project by Vulcan Elements; and a nuclear buildout driven by executive orders?highlighting Valor Atomics? microreactor planned for operation by July 4; 2026. He also covers DOE?s request for state-hosted nuclear innovation campuses; Texas A&M?s RELLIS SMR hub; and the 11 GW ?Firming? Matador campus near Amarillo. Internationally; he references a Washington ?Board of Peace? for Gaza reconstruction with $7B pledged plus $10B from the U.S.; and Rubio?s Critical Minerals Ministerial with 54 nations where JD Vance proposed a preferential critical-minerals trade zone with enforceable price floors; alongside ?Project Vault;? a $12B private-sector/EXIM initiative to secure mineral supplies.  00:00 Welcome to Promethean Action Weekly: A New Birth of the U.S. Economy 01:34 Supreme Court Tariff Ruling: Why Trump Says It Brings ?Certainty? 03:09 Trade Deficit Slide: Data Showing Tariffs Working 06:10 How Tariffs Stay in Force: Sections 122; 301; and 232 Explained 07:55 A New Generation of Leadership: Vance; Rubio; Greer & the Hamilton Parallel 11:39 Rebuild the USA: Why Citizens Need a ?Physical Economy? Playbook 14:59 Quick Scorecard on the Real Economy: Rates; PMI; Jobs; Inflation; Crime 21:05 Workforce Shift: From Federal Overhead to Construction & Production Jobs 23:42 The Cost of Net Zero?and Trump?s Deregulatory Breakthrough 25:57 Industrial Revival in Motion: Japan & Korea Invest in U.S. Supply Chains 29:24 Rare Earths Made in America: Vulcan Elements and a Vertical Supply Chain 31:42 Nuclear Renaissance: Microreactors; Executive Orders; and DOE Innovation Campuses 38:32 Texas as an Energy-Industry Hub: A&M Reactor Campus and the Amarillo Megaproject 43:20 Geopolitics Meets Physical Economy: Gaza Reconstruction & the ?Board of Peace? 46:09 Critical Minerals Preferential Trade Zone: JD Vance?s Plan + Project Vault 51:45 Closing Thoughts: The Future We?re Building
0_FTPDwFoTY	TRUMP NAMED THEM: The Real "Foreign Interests"	https://www.youtube.com/watch?v=0_FTPDwFoTY	Promethean Updates	20260221	875	398265	54873	*Get our FREE Newsletter at* https://www.PrometheanAction.com ? Susan Kokinda argues Trump?s response to the Supreme Court tariff ruling points beyond China to ?foreign interests? tied to the British Empire's Adam Smith free-trade ideology; defended by the US Chamber of Commerce and Cato Institute. She cites Treasury Secretary Scott Bessent and Ambassador Jamieson Greer framing the administration?s approach as Hamiltonian economic sovereignty; and says tariffs will continue under other laws; including a new 10% global tariff. She contrasts this with Thursday?s Board of Peace meeting; where 60 nations backed ?peace through construction;? funding housing; security; and development; rejecting Kissinger-style managed conflict. She warns midterm demoralization risks ending Trump?s agenda.  ?? *EBOOK A Police Dossier: It is the British Who Murder Our Presidents*  https://prom.ac/dos  ?? ALL PAID subscribers get access to all the citations; links and resources used to write this script https://www.prometheanaction.com/#/portal/account/plans  ?? *Make a one-time donation to Promethean Action* https://donate.prometheanaction.com/donate_social_otm?recruiter_id=139893  00:00 The Saturday Wrap-Up - TRUMP NAMED THEM: The Real "Foreign Interests" - February 21; 2026 02:01 The Foreign Interests Behind the Court Decision 07:13 The End of the Kissinger System 12:06 The 2026 Battle for the American System
8ZlkK8pf9M4	Rubio Names 'Managed Decline'! Secretary of State Reacts #shorts	https://www.youtube.com/watch?v=8ZlkK8pf9M4	Promethean Updates	20260220	12	33512	2442	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. The first sitting Secretary of State has openly named "managed decline." He then flew to Hungary and Slovakia to support those fighting it. #ManagedDecline #Geopolitics #StateDepartment #InternationalRelations
Z7XP6pefnUg	Rubio Funds Europe's Free Speech Groups Against Digital Services Act! #shorts	https://www.youtube.com/watch?v=Z7XP6pefnUg	Promethean Updates	20260220	19	38833	3007	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. U.S. announces funding for pro-free speech groups in Europe; aiming to counter the Digital Services Act. A strategic move to promote open discourse. #FreeSpeech #DigitalServicesAct #USForeignPolicy #Europe
8GJf705CKdQ	Trump Rescinds Obama's Trillion-Dollar CO2 Ruling: The Hidden Agenda Exposed	https://www.youtube.com/watch?v=8GJf705CKdQ	Promethean Action Science	20260220	768	4440	648	Sign up for our FREE newsletter: https://prom.ac/sci   Related videos cited at the end:  "Will Trump?s Fusion Push End the Malthusians?" https://www.youtube.com/watch?v=X2SiNBr67pg  "The Universal Law Underlying Trump's Energy Policy;" https://www.youtube.com/watch?v=_wnj3On8Nn8   Trump just reversed one of the most expensive regulations in American history ? and almost no one's covering it right. On February 12; President Trump and EPA Administrator Lee Zeldin rescinded the 2009 EPA Endangerment Finding ? the Obama-era ruling that classified CO2 as a pollutant under the Clean Air Act. No new legislation. No vote. Just a bureaucratic decision that quietly unleashed trillions of dollars in regulatory costs; harmed the auto industry; and pushed electric vehicle mandates on the American people. Benjamin Deniston of Promethean Action breaks down what this finding actually was; where it came from; and why scrapping it matters. CO2 isn't lead. It's a naturally occurring gas that drives plant life; boosts crop yields; and is greening the planet. The science being used to justify climate regulation is weaker than you're being told ? and the ideology behind it goes deeper than you think; tracing back to a 1975 Margaret Mead conference; Paul Ehrlich; and a long tradition of Malthusian population control dressed up as environmentalism.  00:00 Trump & EPA Move to Rescind the CO2 ?Endangerment Finding? 01:13 How the 2009 Obama EPA Ruling Fueled Trillion-Dollar Regulations 03:30 Why CO2 Isn?t Like Smog: Clean Air Act vs. Greenhouse Gases 04:33 The Real Agenda? From Climate ?Science? to Ideology 04:40 1975 ?Atmosphere Endangered? Conference: Manufacturing Consensus & Fear 06:27 Malthusian Roots: Population Control; Eugenics; and Environmentalism 08:11 CO2 Benefits the Biosphere: Fertilization; Crops; and Global Greening 09:44 Power per Mass: A Metric for Progress?and a Positive Human Impact 10:35 Dominion & Stewardship: A Different Framework Than Malthusianism 11:39 Wrap-Up: CO2; Natural Law; and What to Watch Next  Sources available to paid subscribers. Sign up at https://prom.ac/sci
Iw6dOXMe6W0	Conspiracy Unpacked: Rubio; Fascism; Trump & YOUR Economy! #shorts	https://www.youtube.com/watch?v=Iw6dOXMe6W0	Promethean Updates	20260219	32	17057	1983	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. Barbara Boyd previews topics: Senator Rubio's strategic counteroffensive; the core principles of fascism; and the economic policies of Donald Trump. Understanding the landscape ahead. #PoliticalAnalysis #Rubio #Fascism #EconomicPolicy #Trump
2v0GmoGGpqA	Trilateral Commission's Blueprint: Censorship & Declining Wages Exposed #shorts	https://www.youtube.com/watch?v=2v0GmoGGpqA	Promethean Updates	20260219	28	20650	2466	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. Fifty years ago; the Trilateral Commission drafted a plan: build a censorship machine and tell American workers to expect less. They called it 'fascism with a democratic face.' Donald Trump is challenging this narrative. #TrilateralCommission #EconomicPolicy #AmericanWorker #PoliticalCommentary #GlobalEconomics
sk04SjSAigo	Trump Reverses 50-Year Economic Decline & Censorship Plan! #shorts	https://www.youtube.com/watch?v=sk04SjSAigo	Promethean Updates	20260219	29	24604	2782	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. Donald Trump is actively reversing decades of economic decline and censorship; championing a vision for an industrial republic. #Trump #IndustrialRepublic #EconomicPolicy #AmericaFirst
MUlkfB3cIqM	Rubio's Europe Trip: Nuclear Deals & Slaps at Globalists! #shorts	https://www.youtube.com/watch?v=MUlkfB3cIqM	Promethean Updates	20260219	40	42483	4258	Marco Rubio visits Slovakia and Hungary; striking nuclear energy deals with leaders R¢bert Fico and Viktor Orb n. A public show of US support; challenging globalist agendas in Europe's energy miasma. #MarcoRubio #NuclearEnergy #EuropePolitics #Geopolitics #EnergyDeals
Q-yPYqKUpdc	?? THE 50-YEAR COUP FAILS: Trump checkmates the 'Democratic' Fascists	https://www.youtube.com/watch?v=Q-yPYqKUpdc	Promethean Updates	20260219	7385	128219	12244	Get our FREE newsletter at https://www.PrometheanAction.com ? Join us for a live broadcast; with your hosts Barbara Boyd; Susan Kokinda and Adam Sturman. Thursday February 19th at 11am Eastern; 8am Pacific every Thursday. We take your questions from both the Youtube live chat and our Newsletter Subscribers!  Rubio named it in Munich. Susan showed you the receipts Monday.  But there's a second half to this story.  The globalists didn't just hollow out the economy through "Controlled Disintegration."   They had a parallel operation ? one that uses democratic forms to impose fascist control. Democratic language. Fascist economics. And for anyone who resists: lawfare; prosecution; media destruction.  They called it **"Fascism with a Democratic Face."**  This isn't a smear. It's a system. And it's the same system being run against Trump today.  ?? Promethean Action LOGO TEE - Premium Heavyweight : https://shop.prometheanaction.com/products/promethean-action-logo-tee-forge-the-future  ???? E BOOK - IT'S THE BRITISH WHO MURDER OUR PRESIDENTS https://www.prometheanaction.com/it-is-the-british-who-murder-our-presidents/  ?? *Make a one-time donation to Promethean Action* https://donate.prometheanaction.com/donate_social_otm?recruiter_id=139893  ?? *Make a one-time donation to Promethean PAC* https://www.prometheanpac.com/donate_social_otm?recruiter_id=139893
4ua9q0wWc_o	De-industrialization: The Shocking Truth Behind US Economic Decline #shorts	https://www.youtube.com/watch?v=4ua9q0wWc_o	Promethean Updates	20260218	43	55590	5462	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. The loss of manufacturing and middle class wasn't accidental. De-industrialization was a conscious decision to reshape the global economy; hollowing out American industry and society. #Deindustrialization #EconomicHistory #USPolitics #GlobalEconomy
b-YUb8BBYvM	FASCISM WITH A DEMOCRATIC FACE: The Plan to Silence You Forever	https://www.youtube.com/watch?v=b-YUb8BBYvM	Promethean Updates	20260218	785	353425	35488	Get our FREE Newsletter at https://www.PrometheanAction.com ? At the Munich Security Forum; Secretary of State Marco Rubio publicly rejected America?s role in managing the West?s ?decline;? calling deindustrialization a deliberate policy and warning that mass migration is destabilizing the West. He then traveled to Slovakia and Hungary to back Prime Minister Robert Fico and Viktor Orban; negotiating U.S. nuclear plant deals and signaling support against EU pressure. The episode links Europe?s Digital Services Act and reported EU election interference to a broader censorship apparatus aimed at U.S. elections in 2026 and 2028. It traces the ideological roots to a 1975 Trilateral Commission blueprint; citing Samuel Huntington?s call for ?desirable limits? to democracy and programs to lower workers? expectations. Barbara Boyd argues Trump is dismantling this model by rolling up USAID and USIP; seeking to defund NED; and countering Europe?s censorship infrastructure.  ?? *EBOOK A Police Dossier: It is the British Who Murder Our Presidents*  https://prom.ac/dos  ?? ALL PAID subscribers get access to all the citations; links and resources used to write this script https://www.prometheanaction.com/#/portal/account/plans  ?? *Make a one-time donation to Promethean Action* https://donate.prometheanaction.com/donate_social_otm?recruiter_id=139893  00:00 The Midweek Update - "Fascism With a Democratic Face" - February 18; 2026 01:54 Rubio's European Counter-Offensive ? What He Did After Munich 05:08 Fascism With a Democratic Face ? The Blueprint They Wrote Down 10:40 Trump's Answer ? The Exact Opposite
a0jfoq4_mLg	Munich Conference: Two Systems Clash; West's Rebirth! #shorts	https://www.youtube.com/watch?v=a0jfoq4_mLg	Promethean Updates	20260217	31	20457	2150	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. The Munich Conference wasn't just US vs. Europe; it was a clash of systems: controlled disintegration vs. American economic development. Europe clings to the old; while the Trump administration champions a rebirth of Western values. #MunichConference #Geopolitics #WesternCivilization #GlobalPolitics
D8aP9Af8Ygo	The American System: Empire's Secret Economic War Revealed #shorts	https://www.youtube.com/watch?v=D8aP9Af8Ygo	Promethean Updates	20260217	37	31060	3426	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. In 1977; the British Empire allegedly called for economic disintegration to counter the 'American System.' De-industrialization was a conscious choice; leading to job losses and economic hollowing. #BritishEmpire #AmericanSystem #EconomicHistory #Deindustrialization #Conspiracy
jExZ7d5DgiY	Trump's Economic Plan: The American System In Action #shorts	https://www.youtube.com/watch?v=jExZ7d5DgiY	Promethean Updates	20260217	62	19541	2388	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. Is President Trump's administration rebuilding America's industrial base and economic security through tariffs and strategic investment? A look at the Hamiltonian economic system in action. #TrumpEconomy #HamiltonianSystem #EconomicSecurity #IndustrialBase #USManufacturing
yNqA6gVcI5E	Trump's Re-Industrialization: The American System Restored! #shorts	https://www.youtube.com/watch?v=yNqA6gVcI5E	Promethean Updates	20260217	66	23780	3463	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. Trump isn't just talking about reversing de-industrialization; he's actively implementing it through trade; industrial policy; and massive investment. This is a direct challenge to decades of controlled disintegration; aiming to restore the American system and Western values. #ReIndustrialization #AmericanEconomy #TradePolicy #Sovereignty #AmericanSystem
8Ngv62Q0hAY	Globalists Lose Control: Trump's New Economic World Order #shorts	https://www.youtube.com/watch?v=8Ngv62Q0hAY	Promethean Updates	20260217	69	36645	4476	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. The old post-industrial economic model is dead. With globalists losing control and geopolitical tensions rising; prepare for a world reshaped by assertive industrial policy. #Geoeconomics #GlobalFinance #EconomicUncertainty #WorldOrder
3iY2d6TgLBk	US No Longer Backstops London's Financial Casino #shorts	https://www.youtube.com/watch?v=3iY2d6TgLBk	Promethean Updates	20260217	72	46182	5926	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. Lagarde warns of European financial system stress; urging avoidance of fire sales that could disrupt monetary policy. The ECB expands repo facilities; signaling a shift as the US steps back from backstopping European markets. #FinancialSystem #Eurozone #ECB #MarketStability #GlobalFinance
CHtdiLSwf9U	Rubio: American Economic Destruction Was Deliberate Conspiracy #shorts	https://www.youtube.com/watch?v=CHtdiLSwf9U	Promethean Updates	20260217	90	53915	10238	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. Secretary of State Marco Rubio reveals a 50-year-old conspiracy: the destruction of the American economy wasn't inevitable; but a conscious policy choice. Exposing the 'controlled disintegration' plan from 1977. #Deindustrialization #Conspiracy #EconomicPolicy #MarcoRubio #AmericanEconomy
tQy8MxKfaY4	Strategic Overview - MAGA and A New Global Epoch? - February 16; 2026	https://www.youtube.com/watch?v=tQy8MxKfaY4	Promethean In-Depth	20260217	2592	12426	1286	Get our FREE Newsletter at https://www.PrometheanAction.com ? In this Promethean Monday Night strategic overview (Feb. 16); host Mike Steger discusses the Munich Security Conference and argues that Marco Rubio delivered a profound; ?revolutionary? speech aimed at telling Europe the U.S. is not abandoning it while insisting that intentional policies?especially deindustrialization?were designed by transatlantic elite institutions rather than arising from ?inevitable? market forces. Steger contrasts a liberal worldview of aggregate individual desires with the necessity of coherent intent and leadership; linking alleged planned deindustrialization to organizations such as the Council on Foreign Relations; the Trilateral Commission; the Atlantic Council; Davos; and similar gatherings; and tracing the history through Lyndon LaRouche?s warnings; the CFR?s 1977 ?controlled disintegration? argument (Hirsch); and Paul Volcker?s high-interest-rate policy that he says choked investment in industry and nuclear power. He frames Trump as a decisive leader changing civilizational course; describes Rubio and other administration figures as emphasizing that Trump makes key decisions; and situates the moment in a broader post?World War II ?revolution? centered on three themes: the nation-state as a new organizing principle; major scientific discoveries with underused potential (nuclear power; fusion; space exploration; infrastructure); and the unique creative value of the individual and family against recurring overpopulation/climate narratives. Steger concludes that a revived American system and clear civilizational vision are necessary to recruit Americans and to spark a global renaissance-like transformation; countering globalism with a renewed mission of development; technology; and empowered citizenship.  00:00 Welcome + What Tonight?s Strategic Overview Covers 00:24 Munich Security Conference: Rubio?s Speech and the Message to Europe 01:45 The Liberal ?Invisible Hand? Myth vs. Intentional Policy 03:57 Who Made the Deindustrialization Decisions? The Transatlantic Elite Network 06:57 LaRouche?s Warning and the 1970s ?Controlled Disintegration? Playbook 10:06 Leadership; Intent; and Trump?s Course-Correction Doctrine 13:19 Zooming Out: The Post?WWII Revolution People Missed 17:35 Pillar #1 ? The Nation-State Idea and the Explosion of New Nations 21:02 Pillar #2 ? Science & Infrastructure: Nuclear; Space; and Big Water Projects 26:05 Pillar #3 ? Population Panic; Climate Narratives; and the Value of the Individual 36:00 What This Revolution Could Unleash: A New Renaissance-Scale Epoch 37:26 Closing: Recruiting Americans with a Civilizational Vision 42:59 Final Thoughts and Sign-Off
P7_4GCpHvyw	Deep State Davos Exposed! Trump Critics TRASHED by Rubio #shorts	https://www.youtube.com/watch?v=P7_4GCpHvyw	Promethean Updates	20260216	99	55946	8141	Watch the full show and Get our FREE Newsletter at https://www.PrometheanAction.com. A group of Democrats and errant Republicans joined global elites in Europe to openly criticize the US President. Secretary of State Marco Rubio delivered a speech explaining Trump's actions. #Politics #USPolitics #ForeignPolicy #MarcoRubio #DonaldTrump
xrRc1hYMfwo	IT WAS DELIBERATE: Rubio Exposes the 50-Year Plot	https://www.youtube.com/watch?v=xrRc1hYMfwo	Promethean Updates	20260216	967	768460	79629	Get our FREE Newsletter at https://www.PrometheanAction.com ? Secretary of State Marco Rubio says at the Munich conference that deindustrialization was a deliberate; decades-long policy choice that stripped nations of wealth; productive capacity; and independence. Susan Kokinda connects Rubio?s claim to a 1977 Council on Foreign Relations report calling for the ?Controlled Disintegration? of the world economy; arguing it targeted the Hamiltonian American System and helped drive the hollowing out of U.S. manufacturing and current European industrial decline. The episode highlights European reactions; including ECB head Christine Lagarde?s warning about geo-economic fragmentation and financial fragility; and Belgium?s prime minister citing a dramatic loss of chemical production capacity linked to decarbonization. It then argues the Trump administration is reversing the model through tariffs; industrial policy; large-scale investment; support for critical sectors; and a renewed focus on physical economy and household incomes; citing speeches by Trade Ambassador Greer and Treasury Secretary Scott Bessent. Examples include Energy Secretary Chris Wright?s announcement of deploying a next-generation nuclear reactor to Utah and White House advisor Peter Navarro attacking JP Morgan CEO Jamie Dimon amid a push to cut credit card rates from 20?30% to 10%.   ?? *EBOOK A Police Dossier: It is the British Who Murder Our Presidents*  https://prom.ac/dos  ?? ALL PAID subscribers get access to all the citations; links and resources used to write this script https://www.prometheanaction.com/#/portal/account/plans  ?? *Make a one-time donation to Promethean Action* https://donate.prometheanaction.com/donate_social_otm?recruiter_id=139893  00:00 The Monday Brief - IT WAS DELIBERATE: Rubio Exposes the 50-Year Plot - February 16; 2026 01:59 Rubio at Munich ? and the Globalist Panic 07:30 The 1977 Blueprint ? CFR's "Controlled Disintegration" 10:30 Trump's Counter-Attack ? The American System in Action
